DivisionNm,2019,Margin,Age20_24,Age25_34,Age35_44,Age45_54,Age55_64,Age65plus,EnglishOnly,Indigenous,HighestEduc_Bach,HighestEduc_DipCert,HighestEduc_NoTertiary,HighestEduc_PGrad,CurrentlyStudying,Industry_Distributive,Industry_Extractive,Industry_Finance,Industry_InfoProf,Industry_SocialServ,Industry_Transformative,Married,Occup_Admin,Occup_Laborer,Occup_MachOp,Occup_Manager,Occup_Professional,Occup_Sales,Occup_Service,Occup_Tradesperson,Relig_Christian,Relig_Catholic,Relig_Other,Relig_None,Tenure_Mortgage,Tenure_Owned,Tenure_PublicHousing,Tenure_Renting,Unemployed
Grayndler,0.2617,0.2383,6.740876521,19.958007,17.71904683,14.0329945,10.26228962,12.065989,71.09633645,1.105815697,27.20060453,19.34189806,28.02483854,15.16983054,30.15630728,13.17273698,0.576400882,7.670556501,19.79710255,24.54886109,8.425066332,38.95075605,12.77502283,4.663998634,2.30804077,16.88769809,37.9313237,7.064382706,8.417913484,8.253640008,17.31911348,23.1088152,19.40476587,40.16730545,29.03799894,25.41086237,2.524189417,42.40820108,4.679679387
Greenway,0.472,0.028,6.064879256,15.76759198,17.03612305,12.45798409,9.718516177,10.0139192,56.97890036,1.484308994,18.32466585,26.24285582,38.30158263,9.013487828,32.21655594,21.11646403,1.270596024,6.250018587,9.459096985,20.749005,15.73619084,55.87170345,16.68831019,8.365061535,8.147346598,11.33212414,22.69009124,9.131246585,9.216223227,12.46709944,26.00579865,26.71330712,31.93330943,15.34758481,46.8478327,23.14222241,3.66896733,27.28510544,6.324436394
Grey,0.6332,0.1332,5.010527818,11.01673745,11.11487813,14.1804361,14.67411346,20.24434055,94.6696039,6.443381749,6.702429027,29.24557606,49.68478514,1.736445883,27.60727074,17.10759386,18.01037832,0.951864565,2.49093877,21.77505017,14.54752653,47.60440171,10.01284387,14.28487353,9.923146699,15.65865769,12.70592251,8.595204345,12.01816996,14.6740115,36.84974365,16.60659267,12.65063107,33.89303261,30.52733749,36.18628298,7.308749728,29.11162092,8.049154801
Griffith,0.4714,0.0286,9.300031329,21.39833757,15.8731111,12.86486559,9.239373154,10.01726425,80.23776823,1.221162371,25.87978075,22.68618893,30.01663849,12.3044849,32.45478966,13.8533363,2.60807689,4.540832494,13.89705322,26.50963008,10.99873837,39.45754339,14.03227259,6.17714421,2.592855946,14.62054314,34.04088272,8.153287354,9.356908234,9.489684217,24.01930396,24.16728325,17.38489945,34.42851334,30.79188807,21.55453816,4.194513667,44.91529448,6.021079049
Groom,0.7048,0.2048,6.475957302,12.64789168,12.00083405,12.60282634,11.85084044,17.13290241,92.74582741,4.057226262,11.88717558,30.2991191,42.806107,4.75796387,31.35740854,16.9453402,7.080389464,2.527204021,5.134005189,27.07350888,15.40091154,50.16927002,13.52638433,12.29055834,6.5609679,11.17702885,18.95485404,9.416259788,11.47558699,15.20235385,43.70060468,23.47164583,12.68623086,20.14151863,33.95272415,31.22188682,2.053957674,31.21323143,6.90252904
Hasluck,0.559,0.059,6.298003072,14.13534517,14.05432733,14.14377102,10.92833486,13.2033159,84.81558464,2.740995677,11.93689301,32.63749342,39.98457417,4.443295889,31.68640261,19.99223486,7.370967053,1.999260418,6.121251055,20.62649243,16.21736829,50.31970304,14.54209395,9.242722371,8.592596105,11.34127221,16.98442789,9.242781776,11.51808963,17.03369636,29.41271786,20.86306688,17.07078367,32.65343159,52.50187951,26.7677416,2.02092404,17.97879017,7.622566386
Hawke,0.398,0.102,6.440003232,13.88772595,14.12423154,13.37505233,11.51826308,12.15873785,84.2079361,1.198686733,9.300189451,32.93266523,44.71569233,3.676815866,30.6282088,24.33044601,2.276254959,2.86733671,5.5176746,19.6954074,18.82257892,48.08640007,15.51742868,9.891721653,10.43627324,10.02539778,13.64640821,10.42143762,12.07790158,16.11306,25.54407304,30.33955446,13.8980088,30.2183637,48.12735757,26.95452907,1.261027833,21.743125,7.390252591
Herbert,0.5836,0.0836,8.719805847,15.33439511,13.11920923,12.76591711,10.63794825,11.6952966,92.16112961,8.572548127,11.09073284,31.68042907,42.72945091,3.895642562,32.63306915,16.97642941,3.967446408,1.289955901,5.134757327,25.67520975,12.73508709,41.79908667,13.3751942,10.2534618,7.585645946,9.023090098,17.98847361,9.757289725,15.138956,15.30298242,31.55360054,26.91403436,12.90053468,28.63183042,34.9303257,20.64705053,5.35515385,40.29602189,9.841986778
Higgins,0.5371,0.0371,8.702987064,21.62997495,14.07249055,12.31077313,9.950226332,14.47943697,72.87982853,0.214419554,31.09781871,17.40154557,27.08368661,15.42706398,31.30396708,15.05492488,1.132694979,7.38721217,18.99217329,24.19487568,8.750459262,41.93991466,12.56603047,3.52107342,1.310261895,18.33128491,38.55388715,9.134977492,8.22416578,6.741180184,22.25005312,19.04599396,21.90556525,36.79838767,26.08455913,29.94069685,2.14518323,41.09221121,5.73469347
Hindmarsh,0.4346,0.0654,6.22776245,13.38934595,12.55976829,14.22266888,12.98298398,19.46167963,75.82688745,1.71533439,13.43859118,28.23524082,44.82812617,5.209314169,26.64136528,19.57319622,2.230623617,3.141212526,7.035030919,24.17466629,16.01460907,45.12882091,15.3908308,9.677501376,6.108965607,11.33339853,19.92401739,10.06073644,12.21879341,13.48082127,28.61512341,25.75373591,15.05411917,30.57702151,32.22023148,33.88674618,6.703527613,30.05542721,7.347903896
Hinkler,0.645,0.145,4.653769105,9.466539652,10.52001177,12.53659835,14.31783478,25.33446339,95.31553563,4.136839303,7.701225093,30.87485754,47.24392073,2.457283155,26.84672821,17.43031113,7.363794388,1.155609547,4.11423109,27.78296487,13.17835272,49.17870645,11.69110242,13.97123931,7.164138302,9.951341378,16.18299732,11.20807434,13.88265858,14.13843799,42.36442851,18.59196167,11.98814844,27.05546138,27.66915399,38.05339643,2.677768277,30.05106021,11.50449197
Holt,0.4105,0.0895,6.744201591,16.77160618,15.82982421,12.25787046,8.838981352,8.524162823,61.94830906,0.629637056,10.74396382,31.54460552,43.97751048,4.602655777,32.45638661,22.42516247,2.12477087,2.918359306,5.347349575,18.92504457,23.63884631,52.42878598,14.02997378,12.81350695,11.47075123,9.142417145,12.64590167,9.811819424,11.60757129,16.70510468,23.05327184,22.69433861,29.40578838,24.84660116,57.40666634,18.00041435,1.099994223,21.23466289,7.396631241
Hotham,0.3877,0.1123,9.026587422,17.37554,13.49983179,12.11572658,10.10044375,15.16268042,39.97705934,0.197576748,16.97504863,21.31080806,45.24916001,7.844894,32.13719302,19.26337286,1.556397386,4.3615766,9.214553652,20.26229425,17.76134903,47.48784617,12.7894781,12.978286,8.290679109,9.84926664,20.65356946,9.718664685,10.43014199,13.05370332,20.76371423,20.92818352,34.37728615,23.9308161,29.95206322,33.36569056,1.967995614,32.85541997,8.930745078
Hughes,0.5985,0.0985,6.056387532,12.01353521,14.4076966,13.9866164,11.91222787,14.39598079,82.94882225,1.195702363,16.67139151,33.82424815,35.68609139,7.159313303,29.55624625,18.6604235,1.023638711,5.707360608,10.20521549,22.62275745,15.13183991,56.4348344,17.26297663,5.706219123,4.422720469,13.64060751,23.69366243,9.029238168,10.41010405,13.86736312,36.69738048,29.23164924,11.2899113,22.78105897,45.510955,35.84966887,1.638939063,16.25597363,3.725686581
Hume,0.6299,0.1299,5.769433883,11.99500951,13.12315167,13.82287706,12.28216096,15.51410013,93.2271983,3.121699409,9.798738507,35.32025448,40.9451734,3.953188762,30.26642374,18.50630249,5.871813963,2.165872086,5.349244021,21.31388454,19.08313805,52.81520505,14.31794977,9.743754912,8.538584023,13.09709792,15.68273997,9.21424547,11.27430073,16.13214824,38.64860583,30.21031369,10.16714195,20.97393853,45.25439696,32.21688241,1.633725769,19.15343548,4.505793858
Hunter,0.4702,0.0298,5.844687427,12.15009614,12.24020967,12.96048331,12.7377379,18.17120302,96.35491767,5.877052145,7.995862129,34.98886612,43.35168018,2.825584346,28.98292285,15.98225946,13.20521103,1.788518796,4.026801568,21.12259464,15.46330787,48.45306005,11.96063527,12.08049733,11.81297741,9.420027708,14.42177829,9.556526496,11.366066,17.49763344,42.40730047,20.80797568,11.12648259,25.65824126,36.9001583,33.0684095,3.292937484,26.47163467,7.997987676
Indi,0.6273,0.1273,4.830773922,9.947056215,11.43765939,13.79241047,14.98433862,21.25651403,95.068584,1.530103116,9.70043202,33.18101123,40.94006753,4.141039087,28.7573456,16.32939474,8.100072434,1.258656585,4.06814695,23.38300599,17.51304091,49.66387536,10.98517291,12.50317432,7.118292225,14.79450949,16.0837823,9.084158999,12.15894657,15.52060111,32.0323761,22.90373101,12.48752633,32.57636656,33.79726555,38.08269227,3.101248242,23.90618146,5.078494706
Isaacs,0.4357,0.0643,5.74774029,13.01619514,15.29860212,14.30192659,11.22711919,16.09233768,72.65488318,0.379177292,17.3093796,27.30330753,39.19259726,7.578477583,29.05512757,18.37138909,1.488659503,4.399898142,10.08498985,22.12923371,18.5622645,49.81041676,14.89333324,7.132518177,4.783537516,14.27502965,23.80701015,10.45293872,9.502971393,13.31682757,23.66253221,25.00901214,20.07770464,31.25075101,40.5663683,32.45547608,1.292100554,23.56054982,5.425543732
Jagajaga,0.4408,0.0592,6.148653942,12.4552837,14.03830587,13.87445492,12.49510406,16.57244693,79.61936622,0.51048385,20.64688912,25.63574057,35.14415238,11.09740382,29.53821448,15.61383572,1.109009865,4.472151848,11.88464624,28.33772233,14.69794848,51.86239335,14.75844259,5.877324349,3.068249275,14.08133069,29.60500364,8.847953752,10.16475649,12.19212628,23.66177507,26.69856647,13.93124788,35.70841058,38.04048918,38.14840826,2.668886382,21.03189164,5.365846542
Kennedy,0.6451,0.1451,5.467295632,11.9623826,12.06058306,13.69745823,13.27634092,16.47177189,91.98132994,13.65227397,7.379586432,29.70805133,46.5734452,2.142516102,30.51564279,15.35595606,19.45334112,0.941211336,2.96458313,21.55157388,12.10969362,45.44480219,11.22887878,15.10143609,9.900345761,13.50008319,13.03773582,8.316121092,11.64115169,15.65653515,33.62311507,26.91295101,14.62524174,24.83869219,29.25296601,32.79087557,6.202233126,33.78049827,8.523209046
Kingsford Smith,0.4119,0.0881,10.40938749,19.01744715,14.85552207,12.12608151,9.267974678,13.27550023,60.53135518,1.637206855,22.66590546,20.56412188,33.84622712,11.4951135,36.03399077,16.58817305,0.541867257,6.313876983,13.16756653,24.35284767,10.23717408,40.34920432,14.00006971,6.213274493,3.966054836,13.85114324,30.28961329,8.887217761,11.10043788,9.893916053,21.54845572,27.3321477,22.35705177,28.76234481,24.96737284,26.40545129,5.735439287,44.84370331,6.288335973
Kingston,0.3806,0.1194,6.171798116,12.89188809,12.94428895,13.4446532,13.11299413,16.54588909,91.56339627,1.481282671,10.17431099,35.15001841,43.2713212,3.50330274,27.65806526,19.02732618,2.228560645,3.216594066,5.50007853,25.95139947,17.47982194,48.31015554,14.9961814,10.76729382,6.010161159,9.223335086,15.50680973,11.29231798,14.08630784,16.78202409,31.13697072,14.97258541,11.65152154,42.23892233,45.05091243,28.76752155,4.094788056,22.67893175,7.816043608
Kooyong,0.5641,0.0641,8.130843987,13.74965511,12.32226616,14.22177259,11.41175389,16.20711855,70.83855761,0.134277568,30.14867323,16.19070804,29.48790313,16.68039293,34.15677979,15.01389091,1.029131236,6.757648108,17.74511991,27.46508404,8.903591194,49.50364898,12.7312761,3.340867006,1.206886293,18.54582001,39.25902116,9.217950287,8.197157831,5.855550244,24.34715963,21.41696557,17.52291609,36.71295871,29.26270992,38.88384923,0.357349432,29.01184645,5.592294675
La Trobe,0.5545,0.0545,6.197265057,13.67721019,14.41622678,13.50762708,9.967995345,11.94563365,84.93370448,0.650899871,11.31487451,34.1977734,40.99044751,4.706651753,31.5117004,19.94468478,3.530174582,2.589697595,6.365686467,20.71806989,22.63629394,52.08640199,14.44730062,10.08133655,7.637502555,12.19496813,16.02406196,10.40636686,10.33222617,17.11009725,27.65784114,22.81557837,15.26829877,34.25828172,50.63366011,24.30973709,0.584848372,21.25561923,5.527775884
Lalor,0.3756,0.1244,6.509199141,17.94063031,15.34287709,12.03065941,9.367056933,8.86067614,59.79253635,0.821140246,13.40871576,28.2490776,41.96859112,7.493801793,31.88355217,25.13056015,2.041193441,4.096066919,7.298465383,19.61707394,16.10442781,52.12147492,15.16501985,10.62273909,12.06547579,9.140051505,15.84628026,9.887107711,11.70016665,13.39354633,23.22635024,24.9865009,29.81720246,21.9699464,47.54771792,21.80679006,1.041222747,27.84656418,8.658817216
Leichhardt,0.5417,0.0417,6.00180072,13.83973589,14.26110444,14.51320528,12.43577431,12.37755102,79.25563167,16.77671068,11.56319588,31.61546042,38.33405498,4.279831658,32.16746699,17.51375882,4.321255904,1.144385373,4.643661877,25.50503207,10.61462802,38.5662776,12.34161669,10.85627544,5.749076843,11.00228699,19.11738761,9.838564793,14.55659633,14.5511471,31.95258104,19.84033613,17.44237695,30.76470588,29.24601359,22.3272045,10.13068207,44.00729769,9.077389556
Lilley,0.4936,0.0064,6.874648121,16.29607551,14.73687697,12.97499586,10.59645637,15.55555556,84.33574508,2.145388309,18.15367913,28.38005374,37.70808365,7.23728007,28.01523431,18.24692659,2.319049526,3.454638884,9.572345945,24.7347874,12.63088792,44.49952311,16.13057087,8.369104743,5.026511533,11.71111404,24.71521493,8.748959974,10.61751938,12.49364502,28.01589667,28.07418447,14.88325882,29.02666004,33.79777577,28.10754388,4.2964441,34.43580755,5.94066766
Lindsay,0.5504,0.0504,7.106284035,15.62575298,14.21738711,12.41747386,10.88019854,12.06568358,82.99052585,4.142571442,9.607025482,31.47050249,45.06891876,4.034402197,30.95935136,21.18396555,1.930309258,4.142125537,5.431640082,19.95160219,19.12509745,46.72675241,17.29691933,10.08782484,10.96043593,9.889961793,14.96022867,9.555061086,10.74020471,14.56715642,32.36109103,30.89308949,14.89325816,21.85256132,40.53385264,25.71374606,4.054379342,30.48184903,6.165520939
Lingiari,0.4454,0.0546,7.593610457,17.48642513,14.41638464,13.93658687,10.20464165,6.358775642,59.74873767,40.22318496,7.806246317,24.55028219,42.9864815,3.48403595,37.03839214,10.81720399,7.388892937,0.564332979,3.829838672,27.41171384,9.283151965,40.65237262,11.40918266,10.87089505,5.569220444,11.07313396,20.03217273,5.543768219,16.5723714,13.71423184,31.35066814,17.90302597,24.4962955,26.25001039,21.9029255,13.75547957,24.12662385,56.93918571,12.52723954
Longman,0.5328,0.0328,6.282172959,12.14448684,12.40407037,13.04265844,12.02003759,16.99172224,94.2576236,3.689480267,6.987390147,34.60893462,45.50574026,2.252744541,29.79302456,20.53060441,5.155184203,1.747509536,4.887183789,21.04343744,19.13866322,47.57426225,13.68022446,14.29345936,8.964604827,9.39757276,12.06681475,11.05359783,12.31173449,16.4720314,36.92371513,19.29151922,12.47949416,31.30527149,37.67494209,26.96591602,2.08216826,32.45677394,9.181194336
Lyne,0.6517,0.1517,3.995236555,7.618070805,9.69898054,13.23163974,15.81023315,27.53230126,97.58590781,5.447674379,8.111851343,33.81988425,43.09580743,2.766182604,26.98299065,17.48912058,7.860027025,1.185006314,4.267128479,25.47835832,15.51201408,50.92078876,11.59420458,12.7791103,7.021285067,12.13871759,16.10807114,10.98236802,12.32983783,15.33925612,44.67450937,20.248773,10.77006739,24.30665024,28.79992079,45.18120686,1.830693814,21.99173561,8.535765077
Lyons,0.4482,0.0518,4.859571138,10.02518588,11.2624048,14.37100513,15.50687846,19.72024604,97.84265024,4.770266609,6.937589768,30.3278909,48.67875054,2.346134743,27.30812069,17.68116666,11.33063848,1.259731216,3.474618723,21.37831462,16.80852505,47.56772095,11.79751775,14.89537031,8.849773791,13.36222104,11.27903719,9.915262044,12.80785604,15.20439729,37.6955418,15.6062172,11.40890436,35.28933664,36.76553436,37.09450255,3.917605383,22.74875576,7.661822816
Macarthur,0.416,0.084,7.122933788,15.35595949,13.70298957,12.27528283,11.40792602,11.03602339,71.96832183,3.629794642,10.20765241,30.52979172,45.8916243,4.178177581,31.27975689,22.11124475,1.322731766,4.018657103,5.645149972,19.7904104,18.40768679,48.3948275,15.8435013,11.28108846,11.69102,9.190799237,14.7466328,9.970854081,11.08773524,14.03162778,31.23732504,29.57936315,21.07427445,18.10903736,42.89187567,23.69207809,7.835609158,30.19199721,7.602599574
Mackellar,0.6322,0.1322,5.107560207,10.3932456,14.18020005,14.72893001,11.905026,18.54589823,84.31361689,0.549382434,19.8932464,30.65439686,32.42323619,8.032873456,29.79845103,16.93527326,0.775389238,5.066246097,14.57774384,21.79276477,14.84825574,53.75097704,14.19789947,5.70582982,3.225844877,17.43589634,25.45854906,9.528761014,9.714751182,12.68953429,31.77283493,24.15912516,12.25866648,31.80937343,38.14831685,36.76518527,0.97540815,20.89211393,3.351029276
Macnamara,0.4389,0.0611,8.101458465,26.46670894,16.2428662,12.1109702,9.726696259,11.91439442,71.47704086,0.27203551,29.5479586,18.09411049,24.69318569,15.06173522,30.60811668,13.89217783,1.312659812,7.154416469,20.15134054,22.67083096,8.99727191,34.98018358,12.11084194,3.502896931,1.247215383,19.17180857,38.23952599,7.931354061,8.630038966,7.39993292,14.85288523,15.83512999,30.56816741,38.74381737,23.08158198,22.4164632,2.837944001,51.48382045,5.513523779
Macquarie,0.4981,0.0019,5.694121648,10.585426,12.58644635,14.47622017,13.84346126,17.09228502,93.60118621,3.004364832,13.77939553,34.46117259,35.97317881,7.18900473,29.66526841,15.43187397,2.912093658,2.460275931,7.066837318,26.31096188,17.24403593,49.44748035,14.11200687,8.480048997,6.198642223,12.52911383,22.32124716,8.054213198,11.26051656,15.44368516,35.16878295,23.31500482,11.20047049,30.31574174,41.32344932,35.52408934,1.871665385,19.84517097,4.611783629
Makin,0.4028,0.0972,6.454884826,13.74161255,13.51294578,13.49854157,11.88226962,16.67526918,79.02504363,1.39780816,11.07926335,31.51998051,45.14895502,4.434141024,28.4387041,19.68635028,2.376256989,2.749509142,5.620721206,23.79707134,17.82893412,50.38377426,15.3752649,11.01711778,6.9531976,9.532795781,16.65175978,10.13436809,12.67477794,15.27800042,31.16650062,18.59703033,17.24363514,32.99283391,43.49683163,30.86565138,4.034845008,22.05180783,7.789500534
Mallee,0.6568,0.1568,5.131393364,10.37599287,10.55167892,13.32863188,14.57699255,22.37770025,93.12830243,2.535075347,7.45712667,28.19527058,48.54163264,2.252898329,28.27122461,17.5198849,16.84402073,1.237185537,3.328853909,22.59983088,13.66565703,48.86040819,10.07634735,14.62996629,6.939492523,18.18195888,14.08023568,9.747514098,11.4024069,13.05914483,36.18142677,20.13646599,13.30759904,30.3745082,30.12617639,40.85399837,3.13475595,24.41852294,6.565133744
Maranoa,0.7542,0.2542,5.144860502,10.92855515,11.46147555,13.47249594,13.69504887,19.27026773,96.37255453,5.938543217,7.804741062,28.48331216,48.71513735,1.89815173,28.81725187,16.28075331,22.07961324,0.827516756,3.021608413,19.62531354,13.52525795,50.54062858,10.79387319,16.33487801,9.224660786,18.10911475,11.88420409,8.231822335,9.906591638,13.79650992,44.13586454,23.88019681,12.35369827,19.63024038,27.50135149,36.6259607,2.185563123,31.44473999,6.065515022
Maribyrnong,0.397,0.103,6.897831541,16.89748789,14.47884807,13.18670745,10.84435891,16.09746039,67.86314513,0.303103199,20.41834502,22.74850163,37.86411146,9.622812924,29.59826798,19.02747853,1.073703364,5.30636269,11.6204329,23.44812403,13.46740216,46.04626531,15.33574202,6.680221133,4.527626834,13.86011185,27.72510216,9.545307195,9.997654191,10.46770761,18.87006426,36.82600777,17.73119351,26.57273446,30.04938763,34.76774805,4.431497856,31.95541765,6.22702086
Mayo,0.5254,0.0254,4.715137577,8.894921048,11.87958303,14.29370331,14.65688954,21.24136804,95.77818781,0.992792827,13.40666813,32.45028371,39.14144665,5.81357375,28.04765406,15.65344091,7.359418899,2.274470125,6.661977839,25.44937973,16.15144377,53.60249291,12.13094447,10.66192665,4.948533632,14.062084,20.34681487,9.386908742,12.28499931,14.50040827,35.13795422,11.28956248,11.88712323,41.68536008,41.91291832,36.50759541,1.102734509,18.30619237,5.806600816
McEwen,0.4472,0.0528,5.442386101,12.52750373,14.47307198,14.28774221,11.41079329,12.22861019,89.8987329,0.852516936,12.95211653,34.2033068,37.76431838,5.917143451,31.8341338,18.17476385,2.550450034,2.883942347,7.159990765,22.89842431,21.09767052,53.55754135,14.53478701,7.900795675,6.154910193,12.98155277,18.87519682,9.244132874,11.31017663,17.31750123,25.32708732,26.73322766,12.87450414,35.06518087,52.57500304,28.67283111,0.516098249,16.23924915,4.80846129
McMahon,0.4336,0.0664,7.267760228,14.89571418,13.56871669,12.80573876,11.14410183,12.95237168,44.42343742,1.195575458,10.81233757,25.26401823,51.47338596,3.546050457,31.27114313,21.55934816,1.037233053,5.006264818,6.306455022,17.50329296,20.68348272,49.50389259,16.30590831,11.32194876,10.62937886,9.050040256,15.30039129,9.515843739,9.786668564,15.46471886,23.60364088,36.19886101,28.15595415,12.04154397,34.93848796,30.56257845,4.157709103,31.21136304,8.63197632
McPherson,0.622,0.122,5.980792754,12.60573094,13.75022773,13.39627307,12.16393827,17.79728288,89.00706219,1.677380735,13.40781749,32.4831249,38.55375156,5.111826201,29.84280249,17.03258919,1.271288629,2.495430365,7.976546817,25.56379722,15.793973,45.93060745,13.31874465,8.818541847,4.167835685,12.08904951,20.44998071,12.39115186,12.57382744,14.61893982,33.02709315,22.13517945,13.18350988,31.65421753,35.49086727,29.19918134,1.627638958,31.73500049,6.353317024
Melbourne,0.322,0.178,17.42856369,31.43468487,13.17461607,8.65469516,6.757671786,7.910403294,56.9334526,0.359686899,30.03131603,13.63966754,28.24449897,15.51083105,42.00319601,12.54844434,0.968576145,5.633490502,19.97190808,23.56801717,6.35648051,24.12370943,10.79864086,5.843185042,1.819735011,13.71125878,39.06870534,8.060607159,11.52400454,7.2485814,12.03055172,13.80677663,27.03231223,47.13035942,17.37100874,16.05872872,7.850160984,62.18258249,10.98825059
Menzies,0.5702,0.0702,6.528991562,12.10929401,12.79096798,14.20080796,11.84856157,19.42048289,57.71499284,0.144502315,22.44350673,21.98122478,37.29999186,10.7736484,30.04705749,18.67126886,0.917533334,5.384658796,12.96171986,23.7118877,12.97889691,54.69774227,14.25203883,5.925642633,2.663581261,15.74672149,29.25755337,10.69844381,9.105804582,10.66830946,28.31868415,21.3505312,17.29504231,33.03574233,33.33088417,42.9583545,0.541942968,20.32375453,6.405332135
Mitchell,0.6863,0.1863,5.826670343,10.95421902,15.72925283,14.03757533,11.11045466,13.61416361,65.69295907,0.46870692,22.56481972,26.78490767,33.66844131,10.93556649,31.78279307,18.15218048,1.193527899,6.924837028,12.80761775,23.04285494,14.80290267,60.52949312,16.42855635,4.677363695,3.210719844,16.65405409,29.69180575,9.35418303,7.846849398,10.32607275,31.61408484,28.97055155,18.29991991,21.1154437,46.72492077,32.81627759,0.461636449,17.74454865,4.80926845
Monash,0.5686,0.0686,4.661235025,9.939270133,10.68750643,13.25130446,14.84199941,23.19770066,95.39492955,1.026944425,8.815418445,32.72122306,42.8049782,3.708613352,27.60477288,16.34236719,11.37851454,1.384024387,4.818883483,22.5188664,17.87156722,49.16086546,10.92624625,13.06585366,6.734333062,14.63557994,14.83613512,9.792792177,11.5167451,16.74997715,31.66108458,19.46522879,12.17764476,36.69604187,33.91886474,40.31851446,2.212305633,22.12043296,6.701924036
Moncrieff,0.6536,0.1536,8.018111271,15.88731303,13.06590154,13.17788633,11.84799123,18.23051919,81.0017266,1.464276851,13.93035218,29.71675577,38.51914546,5.028974359,30.37693476,16.81176626,1.012137179,2.653829513,7.672282013,23.01381203,13.89783315,39.87293702,12.67445078,10.43474463,4.680875416,12.41549857,18.72949896,12.53125108,12.65535455,13.71969276,29.43141991,21.34490711,17.64275035,31.58092263,29.79159831,26.28577173,2.288498227,39.5047127,7.663943318
Moore,0.6164,0.1164,6.38960699,10.92116889,13.46117347,15.38662914,13.71445401,13.79757191,88.75105435,0.578552963,18.06621021,31.9516126,36.16642955,6.682431915,30.09980693,15.05551733,5.936434279,3.427502458,9.220292649,25.08542213,16.36866598,55.67190614,14.89522489,6.741999471,3.829369917,13.24510745,24.28465204,9.80715868,10.44968941,15.44530592,32.62606761,23.24748846,11.14761609,32.97882784,46.4192636,34.66858433,0.719284905,16.99026235,6.664795968
Moreton,0.481,0.019,9.536166072,18.27016642,14.09902942,12.06429801,9.879238504,12.55457971,61.91407979,1.183288006,22.24021817,22.03389164,36.09829107,11.45974273,33.45642356,16.87349226,1.830302953,3.201863516,10.48106931,26.1759984,12.04483527,45.25493329,13.55240925,9.431483448,5.214380056,11.12586598,28.45296661,9.108787938,10.17212451,11.25574822,26.22882308,18.52404002,22.49744255,32.74969435,32.56362503,30.14470738,2.872332224,33.69846643,8.586245291
New England,0.6763,0.1763,5.777625444,10.96610641,11.14394914,12.74324036,13.59753219,19.99275696,95.6357029,8.436859362,9.393252372,29.58930957,43.82019043,3.864684171,31.86618466,16.61004626,14.57725829,1.358911605,4.034439922,24.74123782,12.78600354,47.75687232,10.8304997,14.82733593,7.070370596,15.35268457,16.08253486,9.316886605,11.08943835,13.40405746,43.86765914,22.60866191,12.60031947,20.92335948,29.11879845,36.4823072,3.021442785,30.31287268,7.138480641
Newcastle,0.3617,0.1383,8.855825046,15.35896327,13.03117261,12.7933488,11.80405414,15.37141135,89.42483369,3.421911239,17.04964991,29.5095271,37.4681131,7.265272408,32.07869806,14.98578012,3.169319158,3.329823506,7.939503212,30.04395436,12.79070848,41.33915265,13.01030637,8.583013988,5.117720938,9.952071494,27.31184597,9.389903492,12.45679992,12.76627565,32.19204109,22.16937249,12.46511262,33.1734738,32.76438058,30.20090084,5.155751913,34.19451728,7.499956759
Nicholls,0.7003,0.2003,5.305942656,10.86750494,11.19787495,13.4323776,13.71402638,20.40285119,90.69588494,2.604917508,7.65254247,29.23572783,47.2537527,2.788422507,29.48769288,16.83426739,11.93330116,1.114821928,3.805292074,21.81358164,19.68737399,49.2040875,10.3909902,15.59541842,7.400811641,15.1351065,14.15557129,9.854420697,11.22687411,14.34490044,31.01006461,25.37642159,15.52138395,28.09212985,33.76083714,36.33242202,3.304971693,25.56865694,6.059481953
North Sydney,0.5927,0.0927,5.518300938,18.05537191,16.79102363,13.10627955,10.39309394,14.37755404,69.70672095,0.252491862,32.1196465,17.38414332,24.26902075,17.57105818,29.76696449,12.84867139,0.667908861,11.38680348,23.71553757,20.93634672,7.458935381,49.41293954,12.60175468,2.706996652,1.106390849,20.24458474,41.61114263,7.455384892,6.813721265,5.632713697,22.90434904,24.27133115,18.41931279,34.40500702,28.43066067,30.75367237,1.701740559,38.15659953,4.372035739
O'Connor,0.6542,0.1542,4.964429764,12.19200511,12.30039877,14.36729478,13.92231027,16.80387023,92.06286117,5.800772447,8.235810014,29.41405339,45.57459457,2.511769543,29.68845379,15.68218905,24.71797276,0.932483008,3.02927102,19.34133133,11.64269427,48.81572519,10.04866398,12.78657819,11.49322022,16.93831374,12.71403011,7.642217931,10.06415891,16.46613737,33.85647538,16.35546276,15.67258268,34.11547919,30.93366048,34.26431907,5.39899556,30.74113931,6.008441584
Oxley,0.4361,0.0639,7.016707883,15.23372942,14.67820737,13.2486881,9.827492611,10.16285663,69.86579273,3.043609385,13.365188,27.82419361,42.08115565,5.732062568,33.95259063,19.72567531,1.986283851,2.829256645,7.072011053,22.25848689,17.14222083,47.72560827,14.21983453,11.87063869,9.357380957,9.821371043,18.73544193,9.060312292,12.07981614,12.85203927,30.16587249,20.31425297,22.53996019,26.97991435,39.41240375,21.90705269,4.835818919,35.91539218,9.312305326
